age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,outcome_object_id,outcome_object_name,latitude,longitude,street_id,street_name,lng,lat
18-24,Community resolution,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-28T16:40:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-community-resolution,Community resolution,53.481169,-2.240966,725955,On or near Milk Street,-2.240966,53.481169
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-28T16:57:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-28T16:57:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-28T17:09:00+00:00,FALSE,TRUE,Asian,Person search,NA,Anything to threaten or harm anyone,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-28T17:19:00+00:00,FALSE,TRUE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.483451,-2.241702,726013,On or near Shopping Area,-2.241702,53.483451
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-28T17:19:00+00:00,FALSE,TRUE,Black,Person search,NA,Anything to threaten or harm anyone,bu-no-further-action,A no further action disposal,53.483451,-2.241702,726013,On or near Shopping Area,-2.241702,53.483451
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-28T22:32:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481833,-2.245897,726043,On or near St Ann Street,-2.245897,53.481833
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-29T10:10:00+00:00,FALSE,FALSE,Black,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.443497,-2.202919,719663,On or near Peaceville Road,-2.202919,53.443497
18-24,Arrest,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-29T11:00:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.511676,-2.245392,731135,On or near Robin Hood Street,-2.245392,53.511676
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-29T15:30:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.448768,-2.252723,719487,On or near Demesne Road,-2.252723,53.448768
10-17,Community resolution,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-29T16:49:00+00:00,FALSE,FALSE,Asian,Person search,NA,Article for use in theft,bu-community-resolution,Community resolution,53.543174,-2.576601,738812,On or near Tollgreen Close,-2.576601,53.543174
10-17,Community resolution,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-29T16:49:00+00:00,FALSE,FALSE,Asian,Person search,NA,Article for use in theft,bu-community-resolution,Community resolution,53.543174,-2.576601,738812,On or near Tollgreen Close,-2.576601,53.543174
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-29T17:45:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.555495,-2.196059,741554,On or near Back Spring Gardens,-2.196059,53.555495
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-29T17:45:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.555495,-2.196059,741554,On or near Back Spring Gardens,-2.196059,53.555495
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-29T17:45:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.555495,-2.196059,741554,On or near Back Spring Gardens,-2.196059,53.555495
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-29T21:50:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.561047,-2.365728,742086,On or near Parking Area,-2.365728,53.561047
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-29T21:50:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.561047,-2.365728,742086,On or near Parking Area,-2.365728,53.561047
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T00:00:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.439798,-2.215697,719532,On or near Lees Hall Crescent,-2.215697,53.439798
18-24,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-30T01:00:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.446434,-2.279660,719198,On or near Ponds Close,-2.27966,53.446434000000004
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T03:30:00+00:00,FALSE,FALSE,White,Person search,NA,Articles for use in criminal damage,bu-no-further-action,A no further action disposal,53.434309,-2.228810,717895,On or near Gledhill Street,-2.22881,53.434309
under 10,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-30T10:50:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.525110,-2.117225,735136,On or near Nadin Street,-2.117225,53.52511
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T12:04:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.506123,-2.216502,730845,On or near Grangewood Drive,-2.216502,53.506123
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T12:42:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.598767,-2.548044,747661,On or near Winter Hey Lane,-2.548044,53.598767
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T14:40:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.409678,-2.164804,714524,On or near Astley Street,-2.164804,53.409678
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T14:40:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.409678,-2.164804,714524,On or near Astley Street,-2.164804,53.409678
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T14:40:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.409678,-2.164804,714524,On or near Astley Street,-2.164804,53.409678
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T14:40:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.409678,-2.164804,714524,On or near Astley Street,-2.164804,53.409678
10-17,Summons / charged by post,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-30T14:45:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-summons,Summons / charged by post,53.408637,-2.163461,714525,On or near Bus/Coach Station,-2.163461,53.408637
10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T16:36:00+00:00,FALSE,TRUE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.484496,-2.244813,726092,On or near Cateaton Street,-2.244813,53.484496
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-30T17:16:00+00:00,FALSE,TRUE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.481453,-2.242791,725957,On or near Marsden Street,-2.242791,53.481453
10-17,Community resolution,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-30T17:55:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-community-resolution,Community resolution,53.455527,-2.355257,722503,On or near Chislehurst Avenue,-2.355257,53.455527
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T13:42:00+00:00,FALSE,TRUE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.461166,-2.209329,721583,On or near Grindlow Street,-2.209329,53.461166
10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-31T15:34:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.443976,-2.277641,719121,On or near Selborne Road,-2.277641,53.443976
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-31T16:00:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,NA,NA,NA,NA,NA,NA
10-17,A no further action disposal,TRUE,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-31T16:00:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.493875,-2.238250,728899,On or near Stocks Street,-2.23825,53.493875
10-17,A no further action disposal,TRUE,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-31T16:00:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.493875,-2.238250,728899,On or near Stocks Street,-2.23825,53.493875
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-31T18:57:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-31T19:10:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.479028,-2.246198,726065,On or near Lloyd Street,-2.246198,53.479028
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T20:00:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.456380,-2.277496,722248,On or near Ruthen Lane,-2.277496,53.45638
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T20:00:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.455863,-2.275957,722090,On or near Skerton Road,-2.275957,53.455863
18-24,A no further action disposal,TRUE,Asian/Asian British - Indian,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T20:00:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.455863,-2.275957,722090,On or near Skerton Road,-2.275957,53.455863
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T20:00:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.455863,-2.275957,722090,On or near Skerton Road,-2.275957,53.455863
10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T20:05:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.457898,-2.277973,722230,On or near Addison Crescent,-2.277973,53.457898
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-31T22:19:00+00:00,TRUE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.479547,-2.238757,725944,On or near Pine Street,-2.238757,53.479547
18-24,A no further action disposal,TRUE,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-31T22:19:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.479547,-2.238757,725944,On or near Pine Street,-2.238757,53.479547
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-31T22:35:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.623422,-2.143956,751342,On or near Petrol Station,-2.143956,53.623422
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-31T22:35:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.623422,-2.143956,751342,On or near Petrol Station,-2.143956,53.623422
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-31T22:35:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.623422,-2.143956,751342,On or near Petrol Station,-2.143956,53.623422
18-24,Penalty Notice for Disorder,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-31T22:55:00+00:00,FALSE,TRUE,Other,Person search,NA,Controlled drugs,bu-penalty-notice,Penalty Notice for Disorder,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-06-01T00:30:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.513001,-2.210052,730735,On or near Parking Area,-2.210052,53.513001
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T01:30:00+00:00,FALSE,FALSE,NA,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.426318,-2.233372,718079,On or near Sandileigh Avenue,-2.233372,53.426318
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T01:30:00+00:00,FALSE,FALSE,NA,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.426318,-2.233372,718079,On or near Sandileigh Avenue,-2.233372,53.426318
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T01:30:00+00:00,FALSE,FALSE,NA,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.426318,-2.233372,718079,On or near Sandileigh Avenue,-2.233372,53.426318
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T23:01:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.407704,-2.162284,714516,On or near Exchange Street,-2.162284,53.407704
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-31T23:08:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.407704,-2.162284,714516,On or near Exchange Street,-2.162284,53.407704
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-06-01T00:00:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-arrest,Arrest,53.532931,-2.704898,738201,On or near Naburn Drive,-2.704898,53.532931
10-17,Summons / charged by post,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-06-01T00:50:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-summons,Summons / charged by post,53.479421,-2.234025,726135,On or near Roby Street,-2.234025,53.479421
18-24,Summons / charged by post,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-06-01T00:50:00+00:00,FALSE,FALSE,Black,Person search,NA,Article for use in theft,bu-summons,Summons / charged by post,53.479421,-2.234025,726135,On or near Roby Street,-2.234025,53.479421
18-24,Arrest,TRUE,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-06-01T00:50:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-arrest,Arrest,53.441984,-2.209702,719668,On or near Moseley Road,-2.209702,53.441984
18-24,A no further action disposal,TRUE,Other ethnic group - Arab,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T11:55:00+00:00,FALSE,FALSE,Other,Person and Vehicle search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.457522,-2.201209,721436,On or near Stockport Road,-2.201209,53.457522
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T12:25:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.584543,-2.208338,745514,On or near Charles Street,-2.208338,53.584543
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Asian,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T14:10:00+00:00,FALSE,TRUE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.485970,-2.244836,726032,On or near Victoria Street,-2.244836,53.48597
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-06-01T14:45:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T18:45:00+00:00,FALSE,TRUE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.479028,-2.246198,726065,On or near Lloyd Street,-2.246198,53.479028
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T19:46:00+00:00,FALSE,FALSE,White,Person search,NA,Articles for use in criminal damage,bu-no-further-action,A no further action disposal,53.502357,-2.101377,729490,On or near Beech Mount,-2.101377,53.502357
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T20:25:00+00:00,FALSE,TRUE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.479028,-2.246198,726065,On or near Lloyd Street,-2.246198,53.479028
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-06-01T20:40:00+00:00,TRUE,TRUE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.484793,-2.240007,725923,On or near Well Street,-2.240007,53.484793
18-24,Arrest,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-06-01T20:40:00+00:00,FALSE,FALSE,Black,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.471362,-2.180274,723888,On or near Bessemer Street,-2.180274,53.471362
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-06-01T21:45:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-arrest,Arrest,53.611638,-2.431749,750420,On or near Sand Banks,-2.431749,53.611638
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Misuse of Drugs Act 1971 (section 23),NA,2019-06-01T23:13:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482818,-2.238715,726004,On or near Nightclub,-2.238715,53.482818
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-06-01T23:30:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.619930,-2.154889,749759,On or near East Gate Street,-2.154889,53.61993
10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-01T23:45:00+00:00,FALSE,TRUE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.479028,-2.246198,726065,On or near Lloyd Street,-2.246198,53.479028
10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-06-02T01:25:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-arrest,Arrest,53.634911,-2.107987,751576,On or near Abbey Drive,-2.107987,53.634911
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-02T09:45:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.510868,-2.130515,730287,On or near Farm Road,-2.130515,53.510868
18-24,A no further action disposal,TRUE,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-02T11:57:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,NA,NA,NA,NA,NA,NA
18-24,Summons / charged by post,TRUE,Asian/Asian British - Pakistani,NA,Misuse of Drugs Act 1971 (section 23),FALSE,2019-06-02T15:30:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-summons,Summons / charged by post,53.609510,-2.156453,749821,On or near Milkstone Place,-2.156453,53.60951
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-06-02T20:45:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.438231,-2.160956,719955,On or near Lichfield Avenue,-2.160956,53.438231
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-06-03T11:33:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.597733,-2.276972,748844,On or near Higher Row,-2.276972,53.597733
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-06-03T11:33:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.597733,-2.276972,748844,On or near Higher Row,-2.276972,53.597733
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-06-03T11:33:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.597733,-2.276972,748844,On or near Higher Row,-2.276972,53.597733
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-02T23:38:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.589738,-2.223320,745605,On or near Walker Street,-2.22332,53.589738
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-02T23:45:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.547871,-2.197276,740058,On or near Petrol Station,-2.197276,53.547871
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-03T04:05:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.394895,-2.181153,713565,On or near Europa Way,-2.181153,53.394895
10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-06-03T04:05:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-arrest,Arrest,53.394895,-2.181153,713565,On or near Europa Way,-2.181153,53.394895
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-06-03T07:55:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.446833,-2.310949,719085,On or near Jackson Street,-2.310949,53.446833
