age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,outcome_object_id,outcome_object_name,latitude,longitude,street_id,street_name,lng,lat
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2019-05-05T23:35:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-community-resolution,Community resolution,53.381840,-2.316639,712225,On or near The Leas,-2.316639,53.38184
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-05T23:37:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.523754,-2.180829,734695,On or near Southmere Close,-2.180829,53.523754
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-06T00:10:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.387522,-2.351503,712581,On or near Shaw'S Road,-2.351503,53.387522
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-06T00:10:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.387522,-2.351503,712581,On or near Shaw'S Road,-2.351503,53.387522
18-24,Arrest,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-06T15:00:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.480277,-2.237782,725946,On or near Parker Street,-2.237782,53.480277
18-24,Arrest,TRUE,Black/African/Caribbean/Black British - Caribbean,NA,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-06T15:00:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.480277,-2.237782,725946,On or near Parker Street,-2.237782,53.480277
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-06T15:04:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-06T16:25:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.477449,-2.153104,725278,On or near High Bank Road,-2.153104,53.477449
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-06T16:25:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.477449,-2.153104,725278,On or near High Bank Road,-2.153104,53.477449
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-06T16:25:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.477449,-2.153104,725278,On or near High Bank Road,-2.153104,53.477449
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-06T16:25:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.477449,-2.153104,725278,On or near High Bank Road,-2.153104,53.477449
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-06T19:00:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.498921,-2.104037,729563,On or near Dunkerley Street,-2.104037,53.498921
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-07T09:09:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.478955,-2.246815,726121,On or near Nightclub,-2.246815,53.478955
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-07T12:32:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Misuse of Drugs Act 1971 (section 23),NA,2019-05-07T14:00:00+00:00,TRUE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.548146,-2.634790,738422,On or near New Market Street,-2.63479,53.548146
10-17,Community resolution,TRUE,Other ethnic group - Arab,NA,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-07T18:25:00+00:00,FALSE,TRUE,Other,Person search,NA,Controlled drugs,bu-community-resolution,Community resolution,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
under 10,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),FALSE,2019-05-07T19:00:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.620221,-2.421829,750397,On or near Hospital Road,-2.421829,53.620221
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-07T21:00:00+00:00,TRUE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.466207,-2.268568,723275,On or near Empress Street,-2.268568,53.466207
18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-07T21:26:00+00:00,TRUE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.466189,-2.272634,723190,On or near Bridgewater Way,-2.272634,53.466189
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-07T22:06:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.472554,-2.255938,723163,On or near Chester Road,-2.255938,53.472554
under 10,Arrest,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-08T12:05:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.480507,-2.234754,726015,On or near Supermarket,-2.234754,53.480507
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-08T19:00:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-08T22:09:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.479559,-2.232549,725746,On or near Park/Open Space,-2.232549,53.479559
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-08T22:40:00+00:00,FALSE,TRUE,Black,Person search,NA,Anything to threaten or harm anyone,bu-no-further-action,A no further action disposal,53.358258,-2.024887,583856,On or near Buxton Road,-2.024887,53.358258
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-08T01:30:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-arrest,Arrest,53.443034,-2.265079,710173,On or near Wilbraham Road,-2.265079,53.443034
under 10,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-08T08:32:00+00:00,FALSE,TRUE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-08T11:00:00+00:00,FALSE,FALSE,White,Person search,NA,Anything to threaten or harm anyone,bu-no-further-action,A no further action disposal,53.533970,-2.284355,736724,On or near Fairfax Road,-2.284355,53.53397
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-08T16:59:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.447337,-2.310712,719062,On or near School Road,-2.310712,53.447337
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-08T18:24:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,51.907260,-0.047188,788084,On or near Park/Open Space,-0.047188,51.90726
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-08T19:54:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.612495,-2.464422,710286,On or near Parking Area,-2.464422,53.612495
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-08T19:55:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.612495,-2.464422,710286,On or near Parking Area,-2.464422,53.612495
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),FALSE,2019-05-08T19:55:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.612495,-2.464422,710286,On or near Parking Area,-2.464422,53.612495
18-24,A no further action disposal,TRUE,White - Irish,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-08T20:20:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.467153,-2.204011,723724,On or near Denehurst Street,-2.204011,53.467153
18-24,A no further action disposal,TRUE,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-08T20:20:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.467153,-2.204011,723724,On or near Denehurst Street,-2.204011,53.467153
18-24,Caution (simple or conditional),TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-08T21:01:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.612495,-2.464422,710286,On or near Parking Area,-2.464422,53.612495
18-24,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-08T22:10:00+00:00,FALSE,FALSE,NA,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.613491,-2.163860,749902,On or near Gas Street,-2.16386,53.613491
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T06:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-09T13:05:00+00:00,FALSE,FALSE,White,Person search,NA,Anything to threaten or harm anyone,bu-no-further-action,A no further action disposal,53.440353,-2.281622,719129,On or near Whitelow Road,-2.281622,53.440353
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-09T14:18:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.559929,-2.272905,741675,On or near Pole Lane,-2.272905,53.559929
18-24,A no further action disposal,TRUE,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T17:24:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-09T18:00:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,51.888244,-0.040267,787947,On or near Park/Open Space,-0.040267,51.888244
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-09T19:35:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.612495,-2.464422,710286,On or near Parking Area,-2.464422,53.612495
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T19:36:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481868,-2.254924,726048,On or near Ralli Courts,-2.254924,53.481868
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,NA,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T21:05:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482293,-2.236482,726007,On or near Nightclub,-2.236482,53.482293
18-24,Khat or Cannabis warning,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-09T21:30:00+00:00,FALSE,FALSE,Black,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.501751,-2.213509,729019,On or near Tadcaster Drive,-2.213509,53.501751
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T21:30:00+00:00,FALSE,TRUE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482460,-2.238231,725988,On or near Bridgewater Place,-2.238231,53.48246
18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T21:30:00+00:00,FALSE,TRUE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482460,-2.238231,725988,On or near Bridgewater Place,-2.238231,53.48246
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-09T21:52:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.513517,-2.069510,730132,On or near Lily Lanes,-2.06951,53.513517
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-09T22:09:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,51.890703,0.227320,696406,On or near Park/Open Space,0.22732,51.890703
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T22:10:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.511110,-2.080936,730204,On or near Lincoln Close,-2.080936,53.51111
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T22:10:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.515431,-2.095376,730135,On or near Waggon Road,-2.095376,53.515431
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T22:10:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.515431,-2.095376,730135,On or near Waggon Road,-2.095376,53.515431
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-09T22:30:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.508100,-2.216813,730826,On or near Prescot Road,-2.216813,53.5081
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Psychoactive Substances Act 2016 (s36(2)),FALSE,2019-05-10T16:10:00+00:00,FALSE,TRUE,White,Person search,NA,Psychoactive substances,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.482450,-2.243339,726009,On or near Shopping Area,-2.243339,53.48245
10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-10T19:40:00+00:00,FALSE,TRUE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.480875,-2.159113,725406,On or near Barrington Avenue,-2.159113,53.480875
10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-05-10T03:05:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-arrest,Arrest,53.434768,-2.223529,717913,On or near Burlington Road,-2.223529,53.434768
10-17,A no further action disposal,TRUE,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-10T17:18:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.446529,-2.190211,719640,On or near Firsby Street,-2.190211,53.446529
10-17,Arrest,TRUE,Other ethnic group - Arab,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-10T17:20:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.446529,-2.190211,719640,On or near Firsby Street,-2.190211,53.446529
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-10T18:31:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.550560,-2.296783,739728,On or near Grosvenor Road,-2.296783,53.55056
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-10T21:28:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.480277,-2.237782,725946,On or near Parker Street,-2.237782,53.480277
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-10T23:45:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.462093,-2.259474,722133,On or near Globe Close,-2.259474,53.462093
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2019-05-10T23:56:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.544421,-2.630403,738692,On or near Nightclub,-2.630403,53.544421
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T01:29:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.479835,-2.238126,725916,On or near Parking Area,-2.238126,53.479835
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T01:30:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.479835,-2.238126,725916,On or near Parking Area,-2.238126,53.479835
18-24,A no further action disposal,TRUE,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T02:10:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.387751,-2.173590,713545,On or near Adswood Old Hall Road,-2.17359,53.387751
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-11T02:20:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.478210,-2.250442,726123,On or near Supermarket,-2.250442,53.47821
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T03:05:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.443807,-2.158312,719942,On or near Wemyss Avenue,-2.158312,53.443807
18-24,Community resolution,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-05-11T04:25:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-community-resolution,Community resolution,53.474767,-2.242000,723497,On or near Supermarket,-2.242,53.474767
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T07:10:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.356574,-2.109594,582905,On or near Towers Close,-2.109594,53.356574
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-11T13:38:00+00:00,TRUE,TRUE,Black,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.483698,-2.243949,726021,On or near Parking Area,-2.243949,53.483698
10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T13:45:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.379646,-2.120943,711405,On or near London Road,-2.120943,53.379646
under 10,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T14:46:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.489812,-2.097941,729715,On or near Assheton Close,-2.097941,53.489812
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T15:52:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.480598,-2.229556,725742,On or near Parking Area,-2.229556,53.480598
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T15:58:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.480598,-2.229556,725742,On or near Parking Area,-2.229556,53.480598
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,NA,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T16:26:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T16:26:00+00:00,FALSE,TRUE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T16:26:00+00:00,FALSE,TRUE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-05-11T16:30:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.577519,-2.416359,744159,On or near Bradford Street,-2.416359,53.577519
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-05-11T17:02:00+00:00,FALSE,TRUE,White,Person search,NA,Article for use in theft,bu-community-resolution,Community resolution,53.485970,-2.244836,726032,On or near Victoria Street,-2.244836,53.48597
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-05-11T17:02:00+00:00,FALSE,TRUE,White,Person search,NA,Article for use in theft,bu-community-resolution,Community resolution,53.485970,-2.244836,726032,On or near Victoria Street,-2.244836,53.48597
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-05-11T17:02:00+00:00,FALSE,TRUE,White,Person search,NA,Article for use in theft,bu-community-resolution,Community resolution,53.485970,-2.244836,726032,On or near Victoria Street,-2.244836,53.48597
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T17:36:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.480277,-2.237782,725946,On or near Parker Street,-2.237782,53.480277
10-17,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-05-11T17:40:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.485065,-2.243249,726012,On or near Shopping Area,-2.243249,53.485065
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-05-11T17:44:00+00:00,FALSE,TRUE,Other,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.485065,-2.243249,726012,On or near Shopping Area,-2.243249,53.485065
